Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
28-Jan-14,6131.85,6163.6,6085.95,6126.25,184111740,7710.08
29-Jan-14,6161,6170.45,6109.8,6120.25,146733030,6487.39
30-Jan-14,6067,6082.85,6027.25,6073.7,208061426,7694.04
31-Jan-14,6082.75,6097.85,6067.35,6089.5,146713083,5407.1
03-Feb-14,6058.8,6074.85,5994.45,6001.8,134893587,4635.69
04-Feb-14,5947.6,6017.8,5933.3,6000.9,183252654,6075.02
05-Feb-14,6004.25,6028.05,5962.05,6022.4,166627311,5572.13
06-Feb-14,6028.35,6048.35,5965.4,6036.3,185503324,6291.97
07-Feb-14,6077.65,6079.95,6030.9,6063.2,181932292,5591.39
10-Feb-14,6072.8,6083.05,6046.4,6053.45,133070328,4762.89
11-Feb-14,6072.45,6081.85,6053.25,6062.7,150520900,5268.8
12-Feb-14,6085.35,6106.6,6077.4,6084,138547391,5351.08
13-Feb-14,6087.55,6094.4,5991.1,6001.1,153652371,5037.18
14-Feb-14,6023.75,6056.4,5984.6,6048.35,140204479,5539.7
17-Feb-14,6057.1,6080.65,6038.3,6073.3,108492457,4455.65
18-Feb-14,6071.3,6141.7,6066.8,6127.1,126639146,4592.38
19-Feb-14,6132.05,6160.35,6125.75,6152.75,95248833,3735.52
20-Feb-14,6127.15,6129.1,6086.45,6091.45,132108928,4344.77
21-Feb-14,6108.3,6159.65,6108,6155.45,112596128,4001.93
24-Feb-14,6140.95,6191.85,6130.8,6186.1,144877047,4424.81
25-Feb-14,6205.7,6216.85,6176.6,6200.05,146259298,4782.95
26-Feb-14,6202.45,6245.95,6202.1,6238.8,181663811,6641.33
28-Feb-14,6228.45,6282.7,6228.1,6276.95,209914263,7869.42
03-Mar-14,6264.35,6277.75,6212.25,6221.45,144562338,5040.12
04-Mar-14,6216.75,6302.15,6215.7,6297.95,166818924,5550.29
05-Mar-14,6328.45,6336.25,6287.8,6328.65,160300066,5754.58
06-Mar-14,6344.75,6406.6,6339.7,6401.15,180731810,5844.96
07-Mar-14,6413.95,6537.8,6413.55,6526.65,284922346,11368.15
10-Mar-14,6491.7,6562.2,6487.35,6537.25,242143703,9992.74
11-Mar-14,6537.35,6562.85,6494.25,6511.9,238994883,8268.67
12-Mar-14,6497.5,6546.15,6487.3,6516.9,174977068,6176.54
13-Mar-14,6491.75,6561.45,6476.65,6493.1,167858387,8356.1
14-Mar-14,6447.25,6518.45,6432.7,6504.2,177336088,7114.55
18-Mar-14,6532.45,6574.95,6497.65,6516.65,179308616,7268.52
19-Mar-14,6530,6541.2,6506,6524.05,172464722,7666.24
20-Mar-14,6508.35,6523.65,6473.25,6483.1,141984189,6280.76
21-Mar-14,6515.2,6522.9,6485.7,6493.2,189854420,8841.94
22-Mar-14,6497.8,6502.65,6481.35,6494.9,9774392,373.66
24-Mar-14,6510.5,6591.5,6510.5,6583.5,158395722,6633.77
25-Mar-14,6550.1,6595.55,6544.85,6589.75,168125064,6475.61
26-Mar-14,6615.65,6627.45,6580.6,6601.4,186570474,7046.34
27-Mar-14,6613.1,6673.95,6599.5,6641.75,312383468,12924.37
28-Mar-14,6673.05,6702.6,6643.8,6695.9,134114378,6862.55
31-Mar-14,6723.15,6730.05,6662.4,6704.2,177579421,7743.3
01-Apr-14,6729.5,6732.25,6675.45,6721.05,147136671,7174.14
02-Apr-14,6757.6,6763.5,6723.6,6752.55,173335875,8007.75
03-Apr-14,6772.05,6776.75,6696.9,6736.1,197546648,7738.58
04-Apr-14,6741.85,6741.85,6685.15,6694.35,155127592,6676.88
07-Apr-14,6694.25,6725.15,6650.4,6695.05,133947319,6707.01
09-Apr-14,6722,6808.7,6705.1,6796.2,169794626,8892.66
10-Apr-14,6803.05,6819.05,6777.3,6796.4,191125947,9079.6
11-Apr-14,6758.35,6789.35,6743.15,6776.3,140734579,7463.19
15-Apr-14,6792.7,6813.4,6711.75,6733.1,123197822,7100.26
16-Apr-14,6727.25,6748.65,6665.15,6675.3,119768833,6168.64
17-Apr-14,6695.45,6783.05,6684.4,6779.4,131488368,6952.58
21-Apr-14,6789.25,6825.45,6786.9,6817.65,111840313,5711.98
22-Apr-14,6822.9,6838,6806.25,6815.35,114693049,5636.78
23-Apr-14,6823.25,6861.6,6820.75,6840.8,182972972,9247.25
25-Apr-14,6855.8,6869.85,6772.85,6782.75,154320793,8021.33
28-Apr-14,6778.55,6786.25,6750.3,6761.25,118162668,6297.18
29-Apr-14,6769,6779.7,6708.65,6715.25,115511531,5459.34
30-Apr-14,6724.95,6780.15,6656.8,6696.4,161106871,7066.78
02-May-14,6709.95,6737.65,6689.5,6694.8,114275323,5030.42
05-May-14,6681.65,6741.05,6680.45,6699.35,104989653,4881.32
06-May-14,6719.25,6743.45,6701.9,6715.3,88291413,4168.72
07-May-14,6708.6,6718.75,6642.9,6652.55,114099791,6513.29
08-May-14,6669.9,6688.4,6638.55,6659.85,101549745,5413.39
09-May-14,6654.15,6871.35,6652.15,6858.8,166442779,8027.14
12-May-14,6863.4,7020.05,6862.9,7014.25,157725090,8475.17
13-May-14,7080,7172.35,7067.15,7108.75,232221733,10573.11
14-May-14,7112,7142.25,7080.9,7108.75,177204155,9395.8
15-May-14,7111.3,7152.55,7082.55,7123.15,186848485,8947.95
16-May-14,7270.2,7563.5,7130.65,7203,393156741,21057.07
19-May-14,7276.85,7291.1,7193.55,7263.55,316246557,15228.6
20-May-14,7309.95,7353.65,7247.7,7275.5,255333095,11139.51
21-May-14,7274.85,7287.15,7206.7,7252.9,203137825,9544.12
22-May-14,7289.95,7319.55,7258.15,7276.4,240943899,10104.55
23-May-14,7306.5,7381,7293.9,7367.1,259638086,12002.13
26-May-14,7428.75,7504,7269.05,7359.05,273236339,13203.73
27-May-14,7363.1,7372.95,7274.75,7318,168599276,7931.22
28-May-14,7324.95,7344.75,7302.6,7329.65,175595609,8929.71
29-May-14,7316.6,7325.4,7224.4,7235.65,241115398,13385.17
30-May-14,7254.85,7272.5,7118.45,7229.95,312152571,13837.29
02-Jun-14,7264.05,7368.6,7239.5,7362.5,169891181,7833.43
03-Jun-14,7375.35,7424.95,7342.15,7415.85,234680218,10354.94
04-Jun-14,7417.55,7433.3,7391.35,7402.25,204592241,8913.89
05-Jun-14,7399.75,7484.7,7360.5,7474.1,250660653,11574.51
06-Jun-14,7521.5,7592.7,7497.65,7583.4,248397596,12322.96
09-Jun-14,7621.65,7673.7,7580.25,7654.6,231879926,10866.56
10-Jun-14,7679.05,7683.2,7579.3,7656.4,188669182,9475.21
11-Jun-14,7672.4,7700.05,7589.05,7626.85,186182446,10472.71
12-Jun-14,7641.3,7658,7593.8,7649.9,148207144,8187.49
13-Jun-14,7668.2,7678.5,7525.35,7542.1,174522339,11254.75
16-Jun-14,7534.8,7548.6,7487.55,7533.55,155377979,8449.27
17-Jun-14,7525.05,7637.6,7509.25,7631.7,157961787,8704.2
18-Jun-14,7636.05,7663,7515.5,7558.2,165078941,8963.97
19-Jun-14,7580.05,7606.45,7502.55,7540.7,148852437,8115.36
20-Jun-14,7543.3,7560.55,7497.3,7511.45,124132217,6801.49
23-Jun-14,7514,7534.8,7441.6,7493.35,127404790,6543.64
24-Jun-14,7515.2,7593.35,7515.2,7580.2,137002483,7146.44
25-Jun-14,7588.55,7589.25,7557.05,7569.25,114968325,6198.93
26-Jun-14,7554.1,7570.2,7481.3,7493.2,171676960,9190.64
27-Jun-14,7514.2,7538.75,7482.3,7508.8,126673395,6688.8
30-Jun-14,7534.05,7623.65,7531.6,7611.35,152303166,7887.37
01-Jul-14,7629,7649.5,7618.15,7634.7,139431498,6983.63
02-Jul-14,7683.05,7732.4,7677.3,7725.15,136324329,7363.75
03-Jul-14,7734.35,7754.65,7706.8,7714.8,133755275,7320.09
04-Jul-14,7718.1,7758,7661.3,7751.6,113070488,5863.82
07-Jul-14,7780.4,7792,7755.1,7787.15,173926355,8925.04
08-Jul-14,7804.05,7808.85,7595.9,7623.2,180646306,9002.25
09-Jul-14,7637.95,7650.1,7551.65,7585,168348843,8176.28
10-Jul-14,7589.5,7731.05,7479.05,7567.75,258385778,11431.68
11-Jul-14,7584.1,7625.85,7447.2,7459.6,187592951,8983.29
14-Jul-14,7469,7478.45,7422.15,7454.15,135231220,6659.48
15-Jul-14,7491.3,7534.9,7459.15,7526.65,122068670,6124.15
16-Jul-14,7564.15,7640.1,7532.45,7624.4,167973291,8186.24
17-Jul-14,7612.7,7655.65,7612.7,7640.45,141612002,6753.11
18-Jul-14,7630.25,7685,7595.5,7663.9,134603073,6903.7
21-Jul-14,7701.65,7722.1,7674,7684.2,105401279,5794.45
22-Jul-14,7708.2,7773.85,7704.8,7767.85,120081148,6494.69
23-Jul-14,7794.9,7809.2,7752.9,7795.75,122119113,7062.52
24-Jul-14,7796.25,7835.65,7771.65,7830.6,117608370,6271.45
25-Jul-14,7828.2,7840.95,7748.6,7790.45,153936037,7827.61
28-Jul-14,7792.9,7799.9,7722.65,7748.7,116534670,6107.78
30-Jul-14,7746.2,7798.7,7707.6,7791.4,178110084,10175.5
31-Jul-14,7784.65,7791.85,7711.15,7721.3,208857257,11718.26
01-Aug-14,7662.5,7716.7,7593.9,7602.6,181070405,9796.7
04-Aug-14,7639.55,7694.8,7622.05,7683.65,137040004,7495.07
05-Aug-14,7706.65,7752.45,7638.05,7746.55,128238762,6772.55
06-Aug-14,7726.15,7740.95,7658.95,7672.05,116361342,6905.9
07-Aug-14,7651.15,7708.95,7630.4,7649.25,116792296,6030.02
08-Aug-14,7588.7,7592.45,7540.1,7568.55,118429659,6283.56
11-Aug-14,7619.85,7635.55,7598.6,7625.95,106972573,5535.13
12-Aug-14,7688.8,7735.75,7654.8,7727.05,120611660,6181.17
13-Aug-14,7717.3,7757.1,7695.7,7739.55,154083920,8030.41
14-Aug-14,7756.15,7796.7,7739.1,7791.7,127328105,6745.33
18-Aug-14,7785.25,7880.5,7779.2,7874.25,126742201,6892.25
19-Aug-14,7901,7918.55,7881.15,7897.5,140615189,7928.8
20-Aug-14,7915.8,7922.7,7864.05,7875.3,117321408,6234.79
21-Aug-14,7875.35,7919.65,7855.95,7891.1,115221672,7502.01
22-Aug-14,7904.55,7929.05,7900.05,7913.2,104074858,7088.03
25-Aug-14,7931.75,7968.25,7897.95,7906.3,118465594,6152.32
26-Aug-14,7874.5,7915.45,7862.45,7904.75,142829732,6735.18
27-Aug-14,7933.9,7946.85,7916.55,7936.05,119961224,6261.16
28-Aug-14,7942.25,7967.8,7939.2,7954.35,189698796,10417.14
01-Sep-14,7990.35,8035,7984,8027.7,139328061,6944.65
02-Sep-14,8038.6,8101.95,8036.55,8083.05,134897503,7143.64
03-Sep-14,8110.85,8141.9,8092.25,8114.6,150726992,8444.29
04-Sep-14,8114.2,8114.8,8060.9,8095.95,141280504,6925.82
05-Sep-14,8099.9,8122.7,8049.85,8086.85,125981094,6559.7
08-Sep-14,8132.95,8180.2,8126.15,8173.9,120694390,6623.08
09-Sep-14,8161.9,8174.55,8126.5,8152.95,104740540,5364.95
10-Sep-14,8135.55,8135.75,8082.1,8094.1,107064326,5561.6
11-Sep-14,8115.15,8127.95,8057.3,8085.7,122818159,6492.35
12-Sep-14,8087.05,8114.3,8071.6,8105.5,111444349,6156.73
15-Sep-14,8070.35,8077.3,8030,8042,96502556,5387.06
16-Sep-14,8036.6,8044.9,7925.15,7932.9,127952551,6647.49
17-Sep-14,7971.5,7990.65,7936.95,7975.5,123722390,6689.37
18-Sep-14,7950.65,8120.85,7939.7,8114.75,116930309,6891.09
19-Sep-14,8129.4,8160.9,8105.35,8121.45,161284509,8957.42
22-Sep-14,8084.45,8159.9,8064.8,8146.3,105507265,5710.43
23-Sep-14,8144.4,8159.75,8008.1,8017.55,140780912,7947.61
24-Sep-14,8015.55,8042.05,7950.05,8002.4,182208501,7981.87
25-Sep-14,8003.3,8019.3,7877.35,7911.85,231899016,11692.69
26-Sep-14,7885.85,7993.3,7841.8,7968.85,147835866,8247.78
29-Sep-14,7978.45,7991.75,7934.7,7958.9,97267975,5089.35
30-Sep-14,7948.8,8030.9,7923.85,7964.8,141142071,7467.66
01-Oct-14,7960.5,7977.5,7936.7,7945.55,112997913,5979.61
07-Oct-14,7897.4,7943.05,7842.7,7852.4,148199508,7982.75
08-Oct-14,7828.75,7869.9,7815.75,7842.7,135914083,7408.61
09-Oct-14,7886.5,7972.35,7886.5,7960.55,123767811,6797.45
10-Oct-14,7911,7924.05,7848.45,7859.95,142926893,8473.9
13-Oct-14,7831,7901.15,7796,7884.25,118781369,6584.44
14-Oct-14,7923.25,7928,7825.45,7864,225472732,7709
16-Oct-14,7837.3,7893.9,7729.65,7748.2,213529479,9087.06
17-Oct-14,7733.75,7819.2,7723.85,7779.7,177623196,9626.9
20-Oct-14,7896.95,7905.95,7856.95,7879.4,176171562,8357.41
21-Oct-14,7906.15,7936.6,7874.35,7927.75,163403385,8432.94
22-Oct-14,7997.8,8005,7974.55,7995.9,151104463,7301.77
23-Oct-14,8027.7,8031.75,8008.85,8014.55,19640498,915.37
27-Oct-14,8064.35,8064.4,7985.65,7991.7,132824881,6511.8
28-Oct-14,8002.4,8037.8,7995.05,8027.6,124058566,6993.84
29-Oct-14,8077.05,8097.95,8052.25,8090.45,148313096,7406
30-Oct-14,8085.2,8181.55,8085.2,8169.2,205666559,11023.46
31-Oct-14,8200.8,8330.75,8198.05,8322.2,176165086,9450.53
03-Nov-14,8348.15,8350.6,8297.65,8324.15,141090166,7439.54
05-Nov-14,8351.25,8365.55,8323.5,8338.3,161614922,9021.74
07-Nov-14,8331.85,8360.35,8290.25,8337,153433693,11379.2
10-Nov-14,8337.8,8383.05,8304.45,8344.25,130749013,6932.28
11-Nov-14,8354.1,8378.7,8321.85,8362.65,122010840,6559.73
12-Nov-14,8378.9,8415.05,8370.5,8383.3,125243330,6535.31
13-Nov-14,8405.25,8408,8320.35,8357.85,127361048,6511.91
14-Nov-14,8360.7,8400.65,8346.8,8389.9,146768580,7849.19
17-Nov-14,8378.4,8438.1,8349.1,8430.75,113879138,7270.5
18-Nov-14,8441.25,8454.5,8407.25,8425.9,134678948,7323.18
19-Nov-14,8440.65,8455.65,8360.5,8382.3,125399132,6997.58
20-Nov-14,8406.5,8410.85,8353.15,8401.9,122775989,6218.34
21-Nov-14,8408.2,8489.8,8398.6,8477.35,137015453,7889.99
24-Nov-14,8490.95,8534.65,8490.8,8530.15,140657508,7180.3
25-Nov-14,8530.8,8535.35,8429.45,8463.1,271914173,12210.62
26-Nov-14,8450.3,8500.3,8438.65,8475.75,151922494,7123.76
27-Nov-14,8477.8,8506.75,8456.35,8494.2,194298604,9556.05
28-Nov-14,8516.8,8617,8516.25,8588.25,197214619,10053.47
01-Dec-14,8605.1,8623,8545.15,8555.9,151990638,8565.14
02-Dec-14,8535.45,8560.2,8504.65,8524.7,137386984,6753.13
03-Dec-14,8528.7,8546.95,8508.35,8537.65,153199341,7664.86
04-Dec-14,8582.4,8626.95,8526.4,8564.4,143477230,6687.99
05-Dec-14,8584.25,8588.35,8523.9,8538.3,143345553,6452.4
08-Dec-14,8538.65,8546.35,8432.25,8438.25,163819529,13929.39
09-Dec-14,8439.3,8444.5,8330.5,8340.7,146266705,7115.31
10-Dec-14,8318.05,8376.8,8317,8355.65,136656345,6738.18
11-Dec-14,8338.85,8348.3,8272.4,8292.9,133862999,6718.85
12-Dec-14,8302,8321.9,8216.3,8224.1,138080911,6894.03
15-Dec-14,8160.75,8242.4,8152.5,8219.6,137140608,6720.94
16-Dec-14,8172.6,8189.35,8052.6,8067.6,197337631,8920.29
17-Dec-14,8041.2,8082,7961.35,8029.8,216216145,9966.02
18-Dec-14,8138.9,8174.3,8084.9,8159.3,162112021,7352.6
19-Dec-14,8230.45,8263.45,8208.6,8225.2,174796496,8246.76
22-Dec-14,8255,8330.95,8228.2,8324,139159658,5745.04
23-Dec-14,8324.6,8364.75,8252.85,8267,132190368,5629.52
24-Dec-14,8272.05,8286.4,8155.25,8174.1,221905876,11229.76
26-Dec-14,8204.8,8234.55,8147.95,8200.7,75528707,2995.12
29-Dec-14,8214.7,8279.15,8214.7,8246.3,82086035,3340.07
30-Dec-14,8260.3,8268.25,8220.55,8248.25,77695770,3460.46
31-Dec-14,8243.9,8291,8243.75,8282.7,84532600,4221.32
01-Jan-15,8272.8,8294.7,8248.75,8284,56560411,2321.88
02-Jan-15,8288.7,8410.6,8288.7,8395.45,101887024,4715.72
05-Jan-15,8407.95,8445.6,8363.9,8378.4,118160545,5525.52
06-Jan-15,8325.3,8327.85,8111.35,8127.35,172799618,8089.19
07-Jan-15,8118.65,8151.2,8065.45,8102.1,164075424,7464.33
08-Jan-15,8191.4,8243.5,8167.3,8234.6,143802802,8147.4
09-Jan-15,8285.45,8303.3,8190.8,8284.5,152612528,9305.95
12-Jan-15,8291.35,8332.6,8245.6,8323,103153908,5437.76
13-Jan-15,8346.15,8356.65,8267.9,8299.4,129561892,6499.2
14-Jan-15,8307.25,8326.45,8236.65,8277.55,150621631,7020.91
15-Jan-15,8424.5,8527.1,8380.55,8494.15,232138802,10725.62
16-Jan-15,8504.05,8530.75,8452.25,8513.8,181365905,8690.54
19-Jan-15,8550.05,8570.95,8531.5,8550.7,129346422,6292.59
20-Jan-15,8575.1,8707.9,8574.5,8695.6,158713840,7838.19
21-Jan-15,8719.65,8741.85,8689.6,8729.5,191651012,9735.99
22-Jan-15,8745.85,8774.15,8727,8761.4,180912372,9025.95
23-Jan-15,8827.95,8866.4,8795.4,8835.6,197124706,9716.57
27-Jan-15,8871.35,8925.05,8825.45,8910.5,192010521,9988.36
28-Jan-15,8902.75,8985.05,8874.05,8914.3,190805926,10313.46
29-Jan-15,8901.5,8966.65,8861.25,8952.35,264245843,13427.54
30-Jan-15,8996.6,8996.6,8775.1,8808.9,275587957,12385.18
02-Feb-15,8802.5,8840.8,8751.1,8797.4,216556534,10430.34
03-Feb-15,8823.15,8837.3,8726.65,8756.55,208672175,9888.1
04-Feb-15,8789.15,8792.85,8704.4,8723.7,201252375,8707.82
05-Feb-15,8733.1,8838.45,8683.65,8711.7,179008853,9126.1
06-Feb-15,8696.85,8726.2,8645.55,8661.05,176554075,7912.1
09-Feb-15,8584.4,8605.55,8516.35,8526.35,151329604,6863.17
10-Feb-15,8478.1,8646.25,8470.5,8565.55,202294693,9965.76
11-Feb-15,8603.3,8651.95,8593.65,8627.4,166560867,7602.46
12-Feb-15,8676.95,8732.55,8599.25,8711.55,163681352,7669.87
13-Feb-15,8741.5,8822.1,8729.65,8805.5,228807812,10248.41
16-Feb-15,8831.4,8870.1,8793.4,8809.35,140637331,7047.32
18-Feb-15,8811.55,8894.3,8808.9,8869.1,152152801,10153.74
19-Feb-15,8883.05,8913.45,8794.45,8895.3,219867400,9794.26
20-Feb-15,8895.5,8899.95,8816.3,8833.6,203714864,8193.56
23-Feb-15,8856.85,8869,8736.1,8754.95,143932325,7171.05
24-Feb-15,8772.9,8800.5,8726.75,8762.1,154368611,7413.31
25-Feb-15,8801.9,8840.65,8751.4,8767.25,139406599,6986.78
26-Feb-15,8779,8786.05,8669.45,8683.85,224185492,10531.16
27-Feb-15,8729.5,8856.95,8717.45,8844.6,257226273,11924.49
28-Feb-15,8913.05,8941.1,8751.35,8901.85,246453954,10064.41
02-Mar-15,8953.85,8972.35,8885.45,8956.75,224772586,11525.5
03-Mar-15,8962.85,9008.4,8925.55,8996.25,183251960,9033.61
04-Mar-15,9109.15,9119.2,8893.95,8922.65,256060375,12130.98
05-Mar-15,8929.4,8957.55,8849.35,8937.75,165081476,8250.55
09-Mar-15,8891.15,8891.3,8740.45,8756.75,160332840,8132.43
10-Mar-15,8769.75,8778,8677.35,8712.05,168916337,8402.33
11-Mar-15,8728.75,8755.6,8682.35,8699.95,178053293,8259.67
12-Mar-15,8740.65,8787.2,8732.9,8776,179337979,8184.46
13-Mar-15,8844.05,8849.75,8631.75,8647.75,184665971,8121.26
16-Mar-15,8656.75,8663.55,8612,8633.15,168438040,7559.94
17-Mar-15,8689.1,8742.55,8630.8,8723.3,182504639,8086.26
18-Mar-15,8742.9,8747.25,8664,8685.9,161153533,8227.5
19-Mar-15,8749.45,8788.2,8614.65,8634.65,168628424,8460.35
20-Mar-15,8627.9,8627.9,8553,8570.9,179982752,8484.23
23-Mar-15,8591.55,8608.35,8540.55,8550.9,155425780,6195.45
24-Mar-15,8537.05,8627.75,8535.85,8542.95,161465466,7913.26
25-Mar-15,8568.9,8573.75,8516.55,8530.8,165952155,8200.05
26-Mar-15,8474.95,8499.45,8325.35,8342.15,288758332,13667.31
27-Mar-15,8396,8413.2,8269.15,8341.4,198979321,9528.86
30-Mar-15,8390.95,8504.55,8380.75,8492.3,142061290,6713.2
31-Mar-15,8527.6,8550.45,8454.15,8491,177059509,8108.36
01-Apr-15,8483.7,8603.4,8464.75,8586.25,136312446,6863.03
06-Apr-15,8615.8,8667.55,8573.75,8659.9,150877855,7633
07-Apr-15,8684.45,8693.6,8586.85,8660.3,141765381,7287.01
08-Apr-15,8698.95,8730.5,8679.8,8714.4,149617725,7889.65
09-Apr-15,8756.2,8785.5,8682.45,8778.3,158192905,8391.19
10-Apr-15,8774.35,8787.4,8733.6,8780.35,141464357,7119.96
13-Apr-15,8801.75,8841.65,8762.1,8834,122833397,6242.71
15-Apr-15,8844.75,8844.8,8722.4,8750.2,170458015,8908.26
16-Apr-15,8757.05,8760,8645.65,8706.7,149337173,8268.33
17-Apr-15,8698.05,8699.85,8596.7,8606,155474164,9134.37
20-Apr-15,8618.8,8619.95,8422.75,8448.1,154492312,8930.38
21-Apr-15,8416.1,8469.35,8352.7,8377.75,418959074,32873.45
22-Apr-15,8400.4,8449.95,8284.7,8429.7,176926942,10002.48
23-Apr-15,8478.2,8504.95,8361.85,8398.3,169840748,9801.34
24-Apr-15,8405.7,8413.3,8273.35,8305.25,177843969,10984.24
27-Apr-15,8330.55,8334.45,8202.35,8213.8,174706337,10143.36
28-Apr-15,8215.55,8308,8185.15,8285.6,183754628,9560.13
29-Apr-15,8274.8,8308.2,8219.2,8239.75,174958511,8571.95
30-Apr-15,8224.5,8229.4,8144.75,8181.5,281696257,14755.35
04-May-15,8230.05,8346,8220.45,8331.95,136913823,7856.18
05-May-15,8338.4,8355.65,8280.6,8324.8,156019941,8138.54
06-May-15,8316.6,8331.95,8083,8097,212509839,10894.12
07-May-15,8077,8122.6,7997.15,8057.3,166563657,8443.96
08-May-15,8131.5,8224.95,8123.45,8191.5,188776090,8961.33
11-May-15,8243.2,8332.75,8224.65,8325.25,197882948,8396.12
12-May-15,8326.15,8326.65,8115.3,8126.95,178753978,8779.53
13-May-15,8181.55,8254.95,8089.8,8235.45,175015183,8391.93
14-May-15,8232.45,8236.25,8137.3,8224.2,138964395,6763.72
15-May-15,8240.3,8279.2,8212.2,8262.35,133838055,6463.64
18-May-15,8284.95,8384.6,8271.95,8373.65,153340463,7459.18
19-May-15,8356.2,8427.8,8335,8365.65,144642344,7266.52
20-May-15,8392.65,8440.35,8391.45,8423.25,127388797,6151.44
21-May-15,8434.5,8446.35,8382.5,8421,148189485,7641.6
22-May-15,8432.5,8489.55,8420.6,8458.95,193080657,8261.69
25-May-15,8438.15,8441.95,8364.15,8370.25,125051166,5555.29
26-May-15,8377.1,8378.9,8320.05,8339.35,120428892,5908.3
27-May-15,8302.75,8342.85,8277.95,8334.6,170583401,8131.59
28-May-15,8345.7,8364.5,8270.15,8319,239549060,11449.91
29-May-15,8327.1,8443.9,8305.7,8433.65,375232198,20736.2
01-Jun-15,8417.25,8467.15,8405.4,8433.4,125990614,7254.01
02-Jun-15,8442.8,8445.35,8226.05,8236.45,151337661,8083.17
03-Jun-15,8232.45,8236.7,8094.15,8135.1,176661646,7920.26
04-Jun-15,8155.15,8160.05,8056.75,8130.65,159470840,7560.49
05-Jun-15,8119.15,8191,8100.15,8114.7,167055308,7588.4
08-Jun-15,8124.35,8131,8030.55,8044.15,140075743,6230.61
09-Jun-15,8026.5,8057.15,8005.15,8022.4,140217686,6442.05
10-Jun-15,8024.15,8152.25,8023.8,8124.45,141030200,6790.27
11-Jun-15,8157.3,8163.05,7958.25,7965.35,171348959,7868.44
12-Jun-15,7959.85,7995.6,7940.3,7982.9,140839875,6737.25
15-Jun-15,7986.6,8057.7,7944.85,8013.9,137116389,6129.12
16-Jun-15,8004.2,8061.85,7952.35,8047.3,127809460,5923.8
17-Jun-15,8084.2,8136.85,8048.95,8091.55,157205716,7878.66
18-Jun-15,8113.7,8186.9,8101.8,8174.6,149266110,7767.77
19-Jun-15,8201.15,8250.8,8195.65,8224.95,151575997,7722.05
22-Jun-15,8259.3,8369.45,8257.4,8353.1,126542473,6163.02
23-Jun-15,8377.45,8398.45,8334.95,8381.55,135844708,6437.33
24-Jun-15,8399.4,8421.35,8338.9,8360.85,134062733,7175.22
25-Jun-15,8336.25,8423.15,8329.5,8398,207421340,9911.16
26-Jun-15,8393.95,8408.55,8339.7,8381.1,113959476,5848.78
29-Jun-15,8247.05,8329.45,8195.65,8318.4,136106699,6604.12
30-Jun-15,8316.35,8378,8298.95,8368.5,163366250,8425.52
01-Jul-15,8376.25,8481.6,8370.15,8453.05,135887471,6938.05
02-Jul-15,8471.95,8479.25,8433.2,8444.9,115472141,6065.26
03-Jul-15,8440.1,8497.75,8424.15,8484.9,91142979,4983.21
06-Jul-15,8386.15,8533.15,8386.15,8522.15,104578132,5517.86
07-Jul-15,8525.5,8561.35,8483.85,8510.8,126038231,6054.41
08-Jul-15,8439.2,8457.5,8341.4,8363.05,193886999,8876.81
09-Jul-15,8364.85,8400.3,8323,8328.55,135358659,6610.4
10-Jul-15,8365.7,8377.1,8315.4,8360.55,158883926,8128.47
13-Jul-15,8397.25,8471.65,8355.4,8459.65,121380175,6506.28
14-Jul-15,8470.6,8480.25,8424.1,8454.1,104893796,5454.41
15-Jul-15,8463.4,8531.4,8462.95,8523.8,108835522,5805.53
16-Jul-15,8546.15,8616.1,8542.9,8608.05,119637042,6544.15
17-Jul-15,8623.65,8642.95,8593.15,8609.85,108190401,5713.13
20-Jul-15,8623.9,8624.1,8559,8603.45,93439295,5107.62
21-Jul-15,8601.5,8646.75,8517.9,8529.45,169151098,10699.52
22-Jul-15,8512.25,8643.9,8498.65,8633.5,141018383,7427.34
23-Jul-15,8643.95,8654.75,8573.8,8589.8,136962516,7747.81
24-Jul-15,8588.15,8589.15,8513.5,8521.55,131344832,6942.22
27-Jul-15,8492.1,8492.2,8351.55,8361,140828066,7353.09
28-Jul-15,8371.1,8397.4,8321.75,8337,179983810,8403.15
29-Jul-15,8365.6,8381.5,8338.45,8375.05,145399010,7232.34
30-Jul-15,8417,8458.9,8408.3,8421.8,221939186,10007.3
31-Jul-15,8456.1,8548.95,8448,8532.85,209629301,9522.19
03-Aug-15,8510.65,8563.95,8508.1,8543.05,161485758,7738.1
04-Aug-15,8564.1,8565.15,8448.25,8516.9,193226091,9003.82
05-Aug-15,8547.45,8591.85,8545.85,8567.95,136948290,6434.82
06-Aug-15,8585.8,8606.3,8551.5,8588.65,139116393,6595.25
07-Aug-15,8580.8,8595.95,8552.7,8564.6,148073594,6528.28
10-Aug-15,8577,8621.55,8497.8,8525.6,127194886,5780.49
11-Aug-15,8548.45,8556.25,8441.3,8462.35,159192694,7049.29
12-Aug-15,8445.7,8446.95,8337.95,8349.45,195904304,8630.35
13-Aug-15,8384.45,8429.5,8339.75,8355.85,195079107,7840.58
14-Aug-15,8402.35,8530.1,8381.2,8518.55,160680260,7090.58
17-Aug-15,8530.5,8530.6,8428.05,8477.3,180083830,6543.01
18-Aug-15,8505.85,8525.75,8433.6,8466.55,157991554,6501.24
19-Aug-15,8468.05,8520.45,8425.95,8495.15,134512114,6338.67
